country_id,country_name,Population,year,Gini,density_psqkm,urbanization_perc,ES_pcap,energy_service,GDP_PPP_pcap,GDP_PPP,prop_TFC_PTR,Land_Area,historical_data,wem_urbanization_perc,d_bar,u_bar,rising_income,falling_income,gini_case1,gini_case2,gini_case3
50,Switzerland,6213707999.9999895,1971,NA,157.24536896446983,73.992,3547.6488638640963,22044054126.58321,44380.23035614009,275765792405.7901,15.589053500751437,39516,1,73.992,135.0633857385986,0.3790000000000049,1,0,36,36,36
50,Switzerland,6261152999.99999,1972,NA,158.44602186456095,74.046,3683.8370425142643,23065067350.24928,45453.29872097277,284590057646.7144,16.013051138424885,39516,1,74.046,136.00927029963893,0.4230000000000018,1,0,36,36,36
50,Switzerland,6307361500,1973,NA,159.61538364206905,74.1,3772.072448803152,23791824538.79172,46496.34443300338,293269252767.46484,15.206648317355004,39516,1,74.1,136.95164189849555,0.46699999999999875,1,0,36,36,36
50,Switzerland,6341217000,1974,NA,160.4721378682053,74.154,3622.2238610049685,22969307525.210342,46921.011419062466,297536315267.75305,15.946909295778719,39516,1,74.154,137.59377779509188,0.5109999999999957,1,0,36,36,36
50,Switzerland,6338267500,1975,NA,160.39749721631745,74.208,3555.048944435589,22532851185.4254,43524.25043176219,275868341973.49927,16.20574378134342,39516,1,74.208,137.30087155574867,0.5549999999999926,0,1,36,36,36
50,Switzerland,6302074500,1976,NA,159.48158973580323,74.262,3589.853733155733,22623525670.45055,43159.43413256508,271993969281.26804,15.572801082997675,39516,1,74.262,136.16681660851705,0.5990000000000038,0,1,36,36,36
50,Switzerland,6280836500,1977,NA,158.9441365522826,74.316,3811.2940992928766,23938115091.073322,44359.48450830234,278614669420.9299,16.048842986021842,39516,1,74.316,135.3924241022147,0.6430000000000007,1,0,36,36,36
50,Switzerland,6281526499.9999895,1978,NA,158.96159783378857,74.37000000000002,3885.062022819793,24404120050.486095,44535.78592745014,279752719501.6047,15.621741758054707,39516,1,74.37000000000002,135.14270283388697,0.6880000000000024,1,0,36,36,36
50,Switzerland,6294186000,1979,NA,159.2819617370179,74.424,3890.794317446983,24489383121.754356,45553.72035349109,286723588896.85864,15.879456118194915,39516,1,74.424,135.18083650170564,0.7320000000000135,1,0,36,36,36
50,Switzerland,6319113000,1980,NA,159.91276951108412,74.477,4130.375833180184,26100311622.334732,47461.956481199246,299917466205.7804,16.307111040712037,39516,1,74.477,135.5190040559067,0.7390000000000043,1,0,36,36,36
50,Switzerland,6353697499.9999895,1981,NA,160.78797196072452,74.466,4285.4708854875425,27228585651.44494,47959.501508554786,304720164836.15027,17.66819666434105,39516,1,74.466,136.11937600689274,0.5759999999999934,1,0,36,36,36
50,Switzerland,6390952000,1982,36,161.73074197793298,74.40599999999999,4392.336054977624,28071208895.231358,47055.59705277766,300730062095.6435,18.839394469746654,39516,1,74.40599999999999,136.8055260700595,0.3639999999999901,0,1,36,36,36
50,Switzerland,6418413500,1983,35.78427481926221,162.42568832877822,74.346,4566.165227992883,29307536542.580097,47153.71343567669,302652030890.67865,18.27030847152328,39516,1,74.346,137.23935557047054,0.15200000000000102,1,0,35.79,35.79,35.79
