year,country_name,Gini_case1,Gini_case2,Gini_case3
2084,Egypt,32.01951555,32.11084926,31.41193954
2084,Venezuela,41.75991736,39.51310808,38.81419835
2084,Kazakhstan,29.96489955,30.5494353,29.85052557
2084,Belgium,26.6,26.6,25.02239468
2084,Vietnam,35.2155849,34.53971544,33.84080571
2084,Sweden,29.8,29.8,27.45749513
2084,Uzbekistan,31.48683733,31.70603824,31.00712851
2084,United Arab Emirates,27.83418665,28.93019118,28.23128145
2084,Czechia,26.2,26.2,24.71800713
2084,Philippines,38.7160418,37.1999022,36.50099247
2084,Romania,33.54145334,33.26745221,32.56854248
2084,Finland,27.7,27.7,25.85946046
2084,Algeria,28.74734932,29.62415294,28.92524321
2084,Austria,30.7,30.7,28.14236714
2084,Iraq,30.19319022,30.72292574,30.02401601
2084,Greece,32.9,32.9,29.8164987
2084,Singapore,32.7,32.7,29.66430492
2084,Colombia,49.44570316,45.35395293,44.6550432
2084,Chile,40.46627025,38.52999558,37.83108586
2084,Belarus,26.31224887,27.77358824,27.07467851
2084,Switzerland,33.7,33.7,30.42527381
2084,Hungary,29.96489955,30.5494353,29.85052557
2084,Norway,27.7,27.7,25.85946046
2084,Portugal,34.6,34.6,31.11014581
2084,Kuwait,34.45461601,33.96141397,33.26250424
2084,Bangladesh,33.16096889,32.97830147,32.27939174
2084,Ethiopia,34.37851912,33.90358382,33.20467409
2084,North Korea,55.68564807,50.09602499,49.39711526
2084,Israel,37.9,37.9,33.62134315
2084,Denmark,28.3,28.3,26.3160418
2084,Tanzania,38.56384802,37.08424191,36.38533218
2084,Bulgaria,37.42239468,36.2167897,35.51787997
2084,Syria,27.98638043,29.04585147,28.34694174
2084,Slovakia,24.1,24.1,23.11997245
2084,Qatar,34.45461601,33.96141397,33.26250424
2084,Kenya,37.19410401,36.04329926,35.34438953
2084,Libya,27.98638043,29.04585147,28.34694174
2084,Sudan,33.769744,33.44094265,32.74203292
2084,New Zealand,34.3,34.3,30.88185514
2084,DR Congo,41.75991736,39.51310808,38.81419835
2084,Turkmenistan,38.79213869,37.25773235,36.55882262
2084,Myanmar,31.10635288,31.4168875,30.71797777
2084,Ireland,30.1,30.1,27.6857858
2084,Oman,34.45461601,33.96141397,33.26250424
2084,Azerbaijan,27.98638043,29.04585147,28.34694174
2084,Morocco,37.80287913,36.50594044,35.80703071
2084,Peru,38.41165424,36.96858161,36.26967189
2084,Mozambique,46.02134315,42.75159632,42.05268659
2084,Ecuador,41.68382047,39.45527794,38.75636821
2084,Angola,46.78231204,43.32989779,42.63098806
2084,Yemen,35.67216623,34.88669632,34.18778659
2085,USA,41.3,41.3,36.1275942
2085,China,34.89864135,34.2893109,33.56775041
2085,Russia,34.44434293,33.94579983,33.22423934
2085,India,32.70286562,32.62900738,31.90744689
2085,Japan,32.9,32.9,29.7674162
2085,Germany,32.4,32.4,29.38883418
2085,France,31.5,31.5,28.70738654
2085,Canada,31.7,31.7,28.85881935
2085,United Kingdom,32.4,32.4,29.38883418
2085,Brazil,47.24041532,43.62136173,42.89980124
2085,South Korea,32.9,32.9,29.7674162
2085,Italy,34.8,34.8,31.20602789
2085,Indonesia,35.20150697,34.51831829,33.7967578
2085,Mexico,40.80452092,38.75495486,38.03339437
2085,Iran,34.21719371,33.77404429,33.0524838
2085,Saudi Arabia,34.44434293,33.94579983,33.22423934
2085,Spain,33.9,33.9,30.52458025
2085,Ukraine,27.25128448,28.5068745,27.78531401
2085,South Africa,55.56921983,49.91906474,49.19750425
2085,Australia,34.3,34.3,30.82744587
2085,Taiwan,32.9,32.9,29.7674162
2085,Nigeria,34.44434293,33.94579983,33.22423934
2085,Thailand,34.29291012,33.83129614,33.10973565
2085,Poland,29.44706022,30.16717802,29.44561753
2085,Türkiye,41.48596856,39.27022147,38.54866098
2085,Netherlands,25.7,25.7,24.31583507
2085,Pakistan,30.27994067,30.79694832,30.07538784
2085,Argentina,38.68446159,37.15190318,36.43034269
2085,Malaysia,38.68446159,37.15190318,36.43034269
2085,Egypt,32.02141798,32.11374077,31.39218028
2085,Venezuela,41.71311778,39.441977,38.72041651
2085,Kazakhstan,29.97707505,30.56794094,29.84638045
2085,Belgium,26.6,26.6,24.99728271
2085,Vietnam,35.20150697,34.51831829,33.7967578
2085,Sweden,29.8,29.8,27.42020766
2085,Uzbekistan,31.49140314,31.71297785,30.99141736
2085,United Arab Emirates,27.85701572,28.96488927,28.24332878
2085,Czechia,26.2,26.2,24.69441709
2085,Philippines,38.68446159,37.15190318,36.43034269
2085,Romania,33.53574607,33.25877768,32.53721719
2085,Finland,27.7,27.7,25.83016316
2085,Algeria,28.76561258,29.65191141,28.93035092
2085,Austria,30.7,30.7,28.1016553
2085,Iraq,30.20422426,30.73969648,30.01813599
2085,Greece,32.9,32.9,29.7674162
2085,Singapore,32.7,32.7,29.61598339
2085,Colombia,49.36047465,45.2244134,44.50285291
2085,Chile,40.4259389,38.46869563,37.74713514
2085,Belarus,26.34268763,27.81985236,27.09829187
2085,Switzerland,33.7,33.7,30.37314744
2085,Hungary,29.97707505,30.56794094,29.84638045
2085,Norway,27.7,27.7,25.83016316
2085,Portugal,34.6,34.6,31.05459508
2085,Kuwait,34.44434293,33.94579983,33.22423934
2085,Bangladesh,33.15716405,32.97251846,32.25095797
2085,Ethiopia,34.36862652,33.88854798,33.1669875
2085,North Korea,55.56921983,49.91906474,49.19750425
2085,Israel,37.9,37.9,33.55323644
2085,Denmark,28.3,28.3,26.28446159
2085,Tanzania,38.53302878,37.03739949,36.315839
2085,Bulgaria,37.39728271,36.17862181,35.45706132
2085,Syria,28.00844853,29.07939296,28.35783247
2085,Slovakia,24.1,24.1,23.10437259
2085,Qatar,34.44434293,33.94579983,33.22423934
2085,Kenya,37.17013349,36.00686627,35.28530578
2085,Libya,28.00844853,29.07939296,28.35783247
2085,Sudan,33.76289528,33.43053322,32.70897273
2085,New Zealand,34.3,34.3,30.82744587
2085,DR Congo,41.71311778,39.441977,38.72041651
2085,Turkmenistan,38.76017799,37.20915503,36.48759454
2085,Myanmar,31.11282112,31.42671863,30.70515814
2085,Ireland,30.1,30.1,27.64735687
2085,Oman,34.44434293,33.94579983,33.22423934
2085,Azerbaijan,28.00844853,29.07939296,28.35783247
2085,Morocco,37.77586473,36.46488103,35.74332055
2085,Peru,38.38159597,36.9228958,36.20133531
2085,Mozambique,45.95323644,42.64808035,41.92651986
2085,Ecuador,41.63740137,39.38472516,38.66316467
2085,Angola,46.71040048,43.22059881,42.49903832
2085,Yemen,35.6558054,34.86182936,34.14026887
2086,USA,41.3,41.3,36.04695622
2086,China,34.88614815,34.27041779,33.52596125
2086,Russia,34.43412121,33.93034183,33.18588529
2086,India,32.70135129,32.62671731,31.88226077
2086,Japan,32.9,32.9,29.71857912
2086,Germany,32.4,32.4,29.34189001
2086,France,31.5,31.5,28.6638496
2086,Canada,31.7,31.7,28.81452525
2086,United Kingdom,32.4,32.4,29.34189001
2086,Brazil,47.16621324,43.50914811,42.76469157
2086,South Korea,32.9,32.9,29.71857912
2086,Italy,34.8,34.8,31.14999775
2086,Indonesia,35.18749944,34.4971351,33.75267856
2086,Mexico,40.76249831,38.69140531,37.94694877
2086,Iran,34.20810774,33.76030385,33.01584731
2086,Saudi Arabia,34.43412121,33.93034183,33.18588529
2086,Spain,33.9,33.9,30.47195735
2086,Ukraine,27.27702806,28.54580576,27.80134922
2086,South Africa,55.45337373,49.74387409,48.99941755
2086,Australia,34.3,34.3,30.77330864
2086,Taiwan,32.9,32.9,29.71857912
2086,Nigeria,34.43412121,33.93034183,33.18588529
2086,Thailand,34.28344557,33.81698318,33.07252664
2086,Poland,29.46182492,30.18950624,29.4450497
2086,Türkiye,41.44053872,39.20151925,38.45706271
2086,Netherlands,25.7,25.7,24.29425589
2086,Pakistan,30.29054097,30.81297884,30.0685223
2086,Argentina,38.65303928,37.10438415,36.35992761
2086,Malaysia,38.65303928,37.10438415,36.35992761
2086,Egypt,32.02331089,32.11660336,31.37214682
2086,Venezuela,41.66655219,39.37155723,38.62710069
2086,Kazakhstan,29.98918968,30.58626153,29.84180499
2086,Belgium,26.6,26.6,24.9722963
2086,Vietnam,35.18749944,34.4971351,33.75267856
2086,Sweden,29.8,29.8,27.38310662
2086,Uzbekistan,31.49594613,31.71984807,30.97539153
2086,United Arab Emirates,27.87973064,28.99924037,28.25478383
2086,Czechia,26.2,26.2,24.670945
2086,Philippines,38.65303928,37.10438415,36.35992761
2086,Romania,33.53006734,33.25018991,32.50573336
2086,Finland,27.7,27.7,25.80101234
2086,Algeria,28.78378451,29.6793923,28.93493576
2086,Austria,30.7,30.7,28.06114702
2086,Iraq,30.21520314,30.75629951,30.01184297
2086,Greece,32.9,32.9,29.71857912
2086,Singapore,32.7,32.7,29.56790348
2086,Colombia,49.27567227,45.09616927,44.35171273
2086,Chile,40.3858092,38.40800867,37.66355213
2086,Belarus,26.37297419,27.86565383,27.12119729
2086,Switzerland,33.7,33.7,30.3212817
2086,Hungary,29.98918968,30.58626153,29.84180499
2086,Norway,27.7,27.7,25.80101234
2086,Portugal,34.6,34.6,30.99932211
2086,Kuwait,34.43412121,33.93034183,33.18588529
2086,Bangladesh,33.15337823,32.96679327,32.22233673
2086,Ethiopia,34.35878339,33.8736625,33.12920596
2086,North Korea,55.45337373,49.74387409,48.99941755
2086,Israel,37.9,37.9,33.48547025
2086,Denmark,28.3,28.3,26.25303928
2086,Tanzania,38.50236363,36.99102549,36.24656895
2086,Bulgaria,37.3722963,36.14083559,35.39637905
2086,Syria,28.03040629,29.11259903,28.36814249
2086,Slovakia,24.1,24.1,23.08885073
2086,Qatar,34.43412121,33.93034183,33.18588529
2086,Kenya,37.14628283,35.97079761,35.22634106
2086,Libya,28.03040629,29.11259903,28.36814249
2086,Sudan,33.75608081,33.42022789,32.67577135
2086,New Zealand,34.3,34.3,30.77330864
2086,DR Congo,41.66655219,39.37155723,38.62710069
2086,Turkmenistan,38.7283771,37.16106348,36.41660693
2086,Myanmar,31.11925701,31.43645144,30.6919949
2086,Ireland,30.1,30.1,27.60912009
2086,Oman,34.43412121,33.93034183,33.18588529
2086,Azerbaijan,28.03040629,29.11259903,28.36814249
2086,Morocco,37.74898541,36.42423222,35.67977568
2086,Peru,38.35168799,36.87766684,36.1332103
2086,Mozambique,45.88547025,42.54559955,41.80114301
2086,Ecuador,41.59121436,39.31487791,38.57042136
2086,Angola,46.63884848,43.11239282,42.36793628
2086,Yemen,35.63952637,34.83721107,34.09275452
2087,USA,41.3,41.3,35.96672144
2087,China,34.87371741,34.25171362,33.48412054
2087,Russia,34.42395061,33.91503841,33.14744534
2087,India,32.69984453,32.62445014,31.85685706
2087,Japan,32.9,32.9,29.66998623
2087,Germany,32.4,32.4,29.29518056
2087,France,31.5,31.5,28.62053036
2087,Canada,31.7,31.7,28.77045262
2087,United Kingdom,32.4,32.4,29.29518056
2087,Brazil,47.09238217,43.39805663,42.63046355
2087,South Korea,32.9,32.9,29.66998623
2087,Italy,34.8,34.8,31.09424776
2087,Indonesia,35.17356194,34.47616375,33.70857067
2087,Mexico,40.72068582,38.62849125,37.86089818
2087,Iran,34.1990672,33.74670081,32.97910774
2087,Saudi Arabia,34.42395061,33.91503841,33.14744534
2087,Spain,33.9,33.9,30.41959756
2087,Ukraine,27.30264292,28.5843477,27.81675462
2087,South Africa,55.33810686,49.57043535,48.80284227
2087,Australia,34.3,34.3,30.7194421
2087,Taiwan,32.9,32.9,29.66998623
2087,Nigeria,34.42395061,33.91503841,33.14744534
2087,Thailand,34.27402834,33.80281335,33.03522027
2087,Poland,29.47651579,30.21161118,29.4440181
2087,Türkiye,41.39533602,39.13350406,38.36591098
2087,Netherlands,25.7,25.7,24.27278461
2087,Pakistan,30.30108826,30.82884905,30.06125598
2087,Argentina,38.62177408,37.05734031,36.28974723
2087,Malaysia,38.62177408,37.05734031,36.28974723
2087,Egypt,32.02519433,32.11943733,31.35184425
2087,Venezuela,41.62021943,39.30184166,38.53424858
2087,Kazakhstan,30.00124373,30.60439892,29.83680584
2087,Belgium,26.6,26.6,24.94743481
2087,Vietnam,35.17356194,34.47616375,33.70857067
2087,Sweden,29.8,29.8,27.34619109
2087,Uzbekistan,31.5004664,31.72664959,30.95905652
2087,United Arab Emirates,27.90233199,29.03324797,28.26565489
2087,Czechia,26.2,26.2,24.64759028
2087,Philippines,38.62177408,37.05734031,36.28974723
2087,Romania,33.524417,33.24168801,32.47409493
2087,Finland,27.7,27.7,25.77200728
2087,Algeria,28.80186559,29.70659838,28.9390053
2087,Austria,30.7,30.7,28.02084129
2087,Iraq,30.22612713,30.77273652,30.00514344
2087,Greece,32.9,32.9,29.66998623
2087,Singapore,32.7,32.7,29.52006396
2087,Colombia,49.19129391,44.96920758,44.2016145
2087,Chile,40.34588016,38.34792859,37.58033551
2087,Belarus,26.40310932,27.91099729,27.14340422
2087,Switzerland,33.7,33.7,30.26967529
2087,Hungary,30.00124373,30.60439892,29.83680584
2087,Norway,27.7,27.7,25.77200728
2087,Portugal,34.6,34.6,30.9443255
2087,Kuwait,34.42395061,33.91503841,33.14744534
2087,Bangladesh,33.14961134,32.96112534,32.19353226
2087,Ethiopia,34.34898947,33.85892588,33.0913328
2087,North Korea,55.33810686,49.57043535,48.80284227
2087,Israel,37.9,37.9,33.4180429
2087,Denmark,28.3,28.3,26.22177408
2087,Tanzania,38.47185182,36.94511524,36.17752216
2087,Bulgaria,37.34743481,36.10342723,35.33583416
2087,Syria,28.05225425,29.14547304,28.37787996
2087,Slovakia,24.1,24.1,23.07340648
2087,Qatar,34.42395061,33.91503841,33.14744534
2087,Kenya,37.12255141,35.93508963,35.16749655
2087,Libya,28.05225425,29.14547304,28.37787996
2087,Sudan,33.7493004,33.41002561,32.64243253
2087,New Zealand,34.3,34.3,30.7194421
2087,DR Congo,41.62021943,39.30184166,38.53424858
2087,Turkmenistan,38.69673522,37.11345284,36.34585976
2087,Myanmar,31.12566073,31.44608692,30.67849385
2087,Ireland,30.1,30.1,27.57107449
2087,Oman,34.42395061,33.91503841,33.14744534
2087,Azerbaijan,28.05225425,29.14547304,28.37787996
2087,Morocco,37.72224048,36.3839899,35.61639682
2087,Peru,38.32192955,36.83289017,36.0652971
2087,Mozambique,45.8180429,42.44414355,41.67655048
2087,Ecuador,41.54525829,39.24572913,38.47813605
2087,Angola,46.56765424,43.00526889,42.23767582
2087,Yemen,35.62332874,34.81283895,34.04524588
2088,USA,41.3,41.3,35.88688784
2088,China,34.86134882,34.23319648,33.44223114
2088,Russia,34.41383085,33.89988803,33.10892269
2088,India,32.69834531,32.62220563,31.83124029
2088,Japan,32.9,32.9,29.6216363
2088,Germany,32.4,32.4,29.24870466
2088,France,31.5,31.5,28.57742771
2088,Canada,31.7,31.7,28.72660036
2088,United Kingdom,32.4,32.4,29.24870466
2088,Brazil,47.01892026,43.28807606,42.49711072
2088,South Korea,32.9,32.9,29.6216363
2088,Italy,34.8,34.8,31.03877652
2088,Indonesia,35.15969413,34.45540211,33.66443677
2088,Mexico,40.67908239,38.56620634,37.775241
2088,Iran,34.19007187,33.7332338,32.94226846
2088,Saudi Arabia,34.41383085,33.89988803,33.10892269
2088,Spain,33.9,33.9,30.36749957
2088,Ukraine,27.3281297,28.62250422,27.83153888
2088,South Africa,55.22341633,49.398731,48.60776566
2088,Australia,34.3,34.3,30.66584489
2088,Taiwan,32.9,32.9,29.6216363
2088,Nigeria,34.41383085,33.89988803,33.10892269
2088,Thailand,34.2646582,33.78878521,32.99781987
2088,Poland,29.49113321,30.23349507,29.44252973
2088,Türkiye,41.35035934,39.06616902,38.27520368
2088,Netherlands,25.7,25.7,24.25142069
2088,Pakistan,30.31158282,30.84456056,30.05359522
2088,Argentina,38.59066521,37.0107669,36.21980156
2088,Malaysia,38.59066521,37.0107669,36.21980156
2088,Egypt,32.02706836,32.12224296,31.33127762
2088,Venezuela,41.57411833,39.23282324,38.4418579
2088,Kazakhstan,30.01323751,30.62235493,29.83138959
2088,Belgium,26.6,26.6,24.92269764
2088,Vietnam,35.15969413,34.45540211,33.66443677
2088,Sweden,29.8,29.8,27.30946013
2088,Uzbekistan,31.50496407,31.7333831,30.94241776
2088,United Arab Emirates,27.92482033,29.06691549,28.27595015
2088,Czechia,26.2,26.2,24.62435233
2088,Philippines,38.59066521,37.0107669,36.21980156
2088,Romania,33.51879492,33.23327113,32.44230579
2088,Finland,27.7,27.7,25.74314725
2088,Algeria,28.81985626,29.73353239,28.94256705
2088,Austria,30.7,30.7,27.98073708
2088,Iraq,30.23699649,30.78900915,29.99804381
2088,Greece,32.9,32.9,29.6216363
2088,Singapore,32.7,32.7,29.47246364
2088,Colombia,49.10733744,44.8435155,44.05255016
2088,Chile,40.30615075,38.2884493,37.49748396
2088,Belarus,26.43309377,27.95588732,27.16492198
2088,Switzerland,33.7,33.7,30.21832692
2088,Hungary,30.01323751,30.62235493,29.83138959
2088,Norway,27.7,27.7,25.74314725
2088,Portugal,34.6,34.6,30.88960387
2088,Kuwait,34.41383085,33.89988803,33.10892269
2088,Bangladesh,33.14586328,32.95551408,32.16454874
2088,Ethiopia,34.33924452,33.84433662,33.05337128
2088,North Korea,55.22341633,49.398731,48.60776566
2088,Israel,37.9,37.9,33.35095269
2088,Denmark,28.3,28.3,26.19066521
2088,Tanzania,38.44149256,36.89966409,36.10869875
2088,Bulgaria,37.32269764,36.06639296,35.27542762
2088,Syria,28.07399298,29.17801831,28.38705297
2088,Slovakia,24.1,24.1,23.05803944
2088,Qatar,34.41383085,33.89988803,33.10892269
2088,Kenya,37.09893866,35.89973873,35.10877339
2088,Libya,28.07399298,29.17801831,28.38705297
2088,Sudan,33.7425539,33.39992535,32.60896001
2088,New Zealand,34.3,34.3,30.66584489
2088,DR Congo,41.57411833,39.23282324,38.4418579
2088,Turkmenistan,38.66525154,37.06631831,36.27535297
2088,Myanmar,31.13203243,31.45562606,30.66466072
2088,Ireland,30.1,30.1,27.53321911
2088,Oman,34.41383085,33.89988803,33.10892269
2088,Azerbaijan,28.07399298,29.17801831,28.38705297
2088,Morocco,37.69562928,36.34415,35.55318466
2088,Peru,38.2923199,36.78856127,35.99759593
2088,Mozambique,45.75095269,42.34370212,41.55273678
2088,Ecuador,41.499532,39.17727184,38.38630649
2088,Angola,46.49681597,42.8992162,42.10825086
2088,Yemen,35.6072121,34.78871056,33.99774522
2089,USA,41.3,41.3,35.8074534
2089,China,34.84904208,34.21486452,33.40029587
2089,Russia,34.4037617,33.88488915,33.07032051
2089,India,32.69685358,32.61998358,31.80541494
2089,Japan,32.9,32.9,29.57352811
2089,Germany,32.4,32.4,29.20246113
2089,France,31.5,31.5,28.53454057
2089,Canada,31.7,31.7,28.68296736
2089,United Kingdom,32.4,32.4,29.20246113
2089,Brazil,46.94582566,43.1791953,42.36462666
2089,South Korea,32.9,32.9,29.57352811
2089,Italy,34.8,34.8,30.98358264
2089,Indonesia,35.14589566,34.43484809,33.62027945
2089,Mexico,40.63768698,38.50454428,37.68997564
2089,Iran,34.18112151,33.71990147,32.90533283
2089,Saudi Arabia,34.4037617,33.88488915,33.07032051
2089,Spain,33.9,33.9,30.31566208
2089,Ukraine,27.35348906,28.66027918,27.84571054
2089,South Africa,55.10929925,49.22874369,48.41417505
2089,Australia,34.3,34.3,30.61251566
2089,Taiwan,32.9,32.9,29.57352811
2089,Nigeria,34.4037617,33.88488915,33.07032051
2089,Thailand,34.25533491,33.77489736,32.96032872
2089,Poland,29.50567755,30.25516012,29.44059148
2089,Türkiye,41.30560755,38.99950733,38.18493869
2089,Netherlands,25.7,25.7,24.23016359
2089,Pakistan,30.32202491,30.86011496,30.04554632
2089,Argentina,38.55971189,36.96465924,36.15009059
2089,Malaysia,38.55971189,36.96465924,36.15009059
2089,Egypt,32.02893302,32.12502053,31.31045189
2089,Venezuela,41.52824774,39.16449501,38.34992637
2089,Kazakhstan,30.02517132,30.64013138,29.82556274
2089,Belgium,26.6,26.6,24.89808415
2089,Vietnam,35.14589566,34.43484809,33.62027945
2089,Sweden,29.8,29.8,27.27291283
2089,Uzbekistan,31.50943925,31.74004927,30.92548063
2089,United Arab Emirates,27.94719623,29.10024634,28.2856777
2089,Czechia,26.2,26.2,24.60123057
2089,Philippines,38.55971189,36.96465924,36.15009059
2089,Romania,33.51320094,33.22493842,32.41036978
2089,Finland,27.7,27.7,25.71443151
2089,Algeria,28.83775698,29.76019707,28.94562843
2089,Austria,30.7,30.7,27.9408334
2089,Iraq,30.24781151,30.80511906,29.99055042
2089,Greece,32.9,32.9,29.57352811
2089,Singapore,32.7,32.7,29.42510132
2089,Colombia,49.02380076,44.71908035,43.90451171
2089,Chile,40.26662,38.22956481,37.41499617
2089,Belarus,26.4629283,28.00032845,27.18575981
2089,Switzerland,33.7,33.7,30.16723528
2089,Hungary,30.02517132,30.64013138,29.82556274
2089,Norway,27.7,27.7,25.71443151
2089,Portugal,34.6,34.6,30.83515585
2089,Kuwait,34.4037617,33.88488915,33.07032051
2089,Bangladesh,33.14213396,32.94995894,32.1353903
2089,Ethiopia,34.3295483,33.82989325,33.01532461
2089,North Korea,55.10929925,49.22874369,48.41417505
2089,Israel,37.9,37.9,33.28419793
2089,Denmark,28.3,28.3,26.15971189
2089,Tanzania,38.41128509,36.85466745,36.04009881
2089,Bulgaria,37.29808415,36.02972903,35.21516039
2089,Syria,28.09562302,29.21023812,28.39566948
2089,Slovakia,24.1,24.1,23.04274925
2089,Qatar,34.4037617,33.88488915,33.07032051
2089,Kenya,37.07544396,35.86474135,35.05017271
2089,Libya,28.09562302,29.21023812,28.39566948
2089,Sudan,33.73584113,33.3899261,32.57535746
2089,New Zealand,34.3,34.3,30.61251566
2089,DR Congo,41.52824774,39.16449501,38.34992637
2089,Turkmenistan,38.63392528,37.01965513,36.20508649
2089,Myanmar,31.13837226,31.4650698,30.65050115
2089,Ireland,30.1,30.1,27.49555302
2089,Oman,34.4037617,33.88488915,33.07032051
2089,Azerbaijan,28.09562302,29.21023812,28.39566948
2089,Morocco,37.66915113,36.3047085,35.49013986
2089,Peru,38.2628583,36.74467566,35.93010702
2089,Mozambique,45.68419793,42.2442651,41.42969646
2089,Ecuador,41.45403434,39.10949912,38.29493048
2089,Angola,46.42633189,42.79422404,41.9796554
2089,Yemen,35.59117604,34.76482346,33.95025482
2090,USA,41.3,41.3,35.72841613
2090,China,34.83679687,34.19671587,33.35831753
2090,Russia,34.39374289,33.87004026,33.03164191
2090,India,32.69536932,32.61778374,31.7793854
2090,Japan,32.9,32.9,29.52566047
2090,Germany,32.4,32.4,29.15644883
2090,France,31.5,31.5,28.49186786
2090,Canada,31.7,31.7,28.63955252
2090,United Kingdom,32.4,32.4,29.15644883
2090,Brazil,46.87309653,43.07140335,42.23300501
2090,South Korea,32.9,32.9,29.52566047
2090,Italy,34.8,34.8,30.92866473
2090,Indonesia,35.13216618,34.41449961,33.57610127
2090,Mexico,40.59649855,38.44349884,37.60510049
2090,Iran,34.1722159,33.70670245,32.86830411
2090,Saudi Arabia,34.39374289,33.87004026,33.03164191
2090,Spain,33.9,33.9,30.26408377
2090,Ukraine,27.37872161,28.69767639,27.85927805
2090,South Africa,54.99575275,49.06045625,48.22205791
2090,Australia,34.3,34.3,30.55945308
2090,Taiwan,32.9,32.9,29.52566047
2090,Nigeria,34.39374289,33.87004026,33.03164191
2090,Thailand,34.24605823,33.76114839,32.92275004
2090,Poland,29.52014916,30.27660852,29.43821017
2090,Türkiye,41.26107951,38.93351225,38.09511391
2090,Netherlands,25.7,25.7,24.20901277
2090,Pakistan,30.33241478,30.87551381,30.03711546
2090,Argentina,38.52891333,36.91901264,36.0806143
2090,Malaysia,38.52891333,36.91901264,36.0806143
2090,Egypt,32.03078835,32.12777032,31.28937198
2090,Venezuela,41.4826065,39.09685006,38.25845172
2090,Kazakhstan,30.03704546,30.65773007,29.81933172
2090,Belgium,26.6,26.6,24.87359373
2090,Vietnam,35.13216618,34.41449961,33.57610127
2090,Sweden,29.8,29.8,27.23654827
2090,Uzbekistan,31.51389205,31.74664877,30.90825043
2090,United Arab Emirates,27.96946024,29.13324387,28.29484553
2090,Czechia,26.2,26.2,24.57822441
2090,Philippines,38.52891333,36.91901264,36.0806143
2090,Romania,33.50763494,33.21668903,32.37829069
2090,Finland,27.7,27.7,25.68585935
2090,Algeria,28.8555682,29.7865951,28.94819676
2090,Austria,30.7,30.7,27.90112923
2090,Iraq,30.25857245,30.82106787,29.98266953
2090,Greece,32.9,32.9,29.52566047
2090,Singapore,32.7,32.7,29.37797581
2090,Colombia,48.94068175,44.59588954,43.7574912
2090,Chile,40.2272869,38.17126916,37.33287082
2090,Belarus,26.49261366,28.04432516,27.20592682
2090,Switzerland,33.7,33.7,30.11639911
2090,Hungary,30.03704546,30.65773007,29.81933172
2090,Norway,27.7,27.7,25.68585935
2090,Portugal,34.6,34.6,30.78098007
2090,Kuwait,34.39374289,33.87004026,33.03164191
2090,Bangladesh,33.13842329,32.94445935,32.10606101
2090,Ethiopia,34.31990056,33.81559432,32.97719598
2090,North Korea,54.99575275,49.06045625,48.22205791
2090,Israel,37.9,37.9,33.21777694
2090,Denmark,28.3,28.3,26.12891333
2090,Tanzania,38.38122867,36.81012077,35.97172243
2090,Bulgaria,37.27359373,35.99343174,35.1550334
2090,Syria,28.1171449,29.24213574,28.4037374
2090,Slovakia,24.1,24.1,23.0275355
2090,Qatar,34.39374289,33.87004026,33.03164191
2090,Kenya,37.05206674,35.83009393,34.99169559
2090,Libya,28.1171449,29.24213574,28.4037374
2090,Sudan,33.72916193,33.38002684,32.5416285
2090,New Zealand,34.3,34.3,30.55945308
2090,DR Congo,41.4826065,39.09685006,38.25845172
2090,Turkmenistan,38.60275566,36.97345858,36.13506024
2090,Myanmar,31.1446804,31.4744191,30.63602075
2090,Ireland,30.1,30.1,27.45807525
2090,Oman,34.39374289,33.87004026,33.03164191
2090,Azerbaijan,28.1171449,29.24213574,28.4037374
2090,Morocco,37.64280538,36.26566142,35.42726307
2090,Peru,38.23354401,36.7012289,35.86283056
2090,Mozambique,45.61777694,42.14582245,41.3074241
2090,Ecuador,41.40876417,39.04240413,38.20400578
2090,Angola,46.35620023,42.6902818,41.85188346
2090,Yemen,35.57522016,34.74117522,33.90277688
2091,USA,41.3,41.3,35.64977405
2091,China,34.82461288,34.17874871,33.31629884
2091,Russia,34.38377418,33.85533985,32.99288998
2091,India,32.69389247,32.6156059,31.75315603
2091,Japan,32.9,32.9,29.47803217
2091,Germany,32.4,32.4,29.11066658
2091,France,31.5,31.5,28.44940852
2091,Canada,31.7,31.7,28.59635476
2091,United Kingdom,32.4,32.4,29.11066658
2091,Brazil,46.80073105,42.96468932,42.10223945
2091,South Korea,32.9,32.9,29.47803217
2091,Italy,34.8,34.8,30.87402141
2091,Indonesia,35.11850535,34.39435462,33.53190474
2091,Mexico,40.55551605,38.38306385,37.52061398
2091,Iran,34.16335482,33.69363543,32.83118556
2091,Saudi Arabia,34.38377418,33.85533985,32.99288998
2091,Spain,33.9,33.9,30.21276335
2091,Ukraine,27.403828,28.73469963,27.87224975
2091,South Africa,54.88277399,48.89385169,48.03140182
2091,Australia,34.3,34.3,30.50665582
2091,Taiwan,32.9,32.9,29.47803217
2091,Nigeria,34.38377418,33.85533985,32.99288998
2091,Thailand,34.23682794,33.7475369,32.88508703
2091,Poland,29.53454841,30.29784243,29.43539256
2091,Türkiye,41.21677411,38.86817713,38.00572726
2091,Netherlands,25.7,25.7,24.1879677
2091,Pakistan,30.34275271,30.89075867,30.0283088
2091,Argentina,38.49826876,36.87382252,36.01137265
2091,Malaysia,38.49826876,36.87382252,36.01137265
2091,Egypt,32.03263441,32.13049262,31.26804275
2091,Venezuela,41.43719347,39.02988156,38.16743169
