country_id,country_name,iso3c,year,Gini,density_psqkm,urbanization_perc,ES_pcap,energy_service,GDP_PPP_pcap,GDP_PPP,prop_TFC_PTR,lag_GDP_PPP_pcap,lag_ES_pcap,lag_energy_service,lag_Gini,lag_density,lag_urbanization
3,Russia,RUS,1978,NA,NA,68.698,1955.7602995276163,267898256308.6188,18631.62186866958,2552142515636.349,5.744959110768082,18411.22345739142,1929.7847114501124,262529793685.76694,NA,NA,67.95
3,Russia,RUS,1979,NA,NA,69.305,2018.9029786444144,278238229169.176,18703.95472083118,2577714380053.4834,5.739851465202227,18631.62186866958,1955.7602995276163,267898256308.6188,NA,NA,68.698
3,Russia,RUS,1980,NA,NA,69.751,2098.597829376122,290808205838.7557,19249.69084200317,2667480151915.4575,5.7040843886882895,18703.95472083118,2018.9029786444144,278238229169.176,NA,NA,69.305
3,Russia,RUS,1981,NA,NA,70.193,2096.9988318064607,292219936904.47565,19371.88169680102,2699500811015.531,5.614655030752986,19249.69084200317,2098.597829376122,290808205838.7557,NA,NA,69.751
3,Russia,RUS,1982,NA,NA,70.631,2092.961367310728,293533116323.369,19364.559306836694,2715835814431.728,5.55826630325929,19371.88169680102,2096.9988318064607,292219936904.47565,NA,NA,70.193
3,Russia,RUS,1983,NA,NA,71.066,2075.8309403955996,293379839718.05194,19599.294270694663,2769993307175.3545,5.456849776726744,19364.559306836694,2092.961367310728,293533116323.369,NA,NA,70.631
3,Russia,RUS,1984,NA,NA,71.497,2061.748829714529,293725484219.6675,19522.501030254276,2781258311219.3945,5.319335359390216,19599.294270694663,2075.8309403955996,293379839718.05194,NA,NA,71.066
3,Russia,RUS,1985,NA,NA,71.923,2069.5619116824987,297125755714.4236,19662.429452294098,2822923140020.904,5.251505996810065,19522.501030254276,2061.748829714529,293725484219.6675,NA,NA,71.497
3,Russia,RUS,1986,NA,NA,72.346,2148.4074622197404,311106196778.95807,19979.722851304494,2893220070342.142,5.294587845799004,19662.429452294098,2069.5619116824987,297125755714.4236,NA,NA,71.923
3,Russia,RUS,1987,NA,NA,72.765,2197.976592633734,321228542294.5134,19778.892487208628,2890633514096.1494,5.3502176116609945,19979.722851304494,2148.4074622197404,311106196778.95807,NA,NA,72.346
3,Russia,RUS,1988,NA,NA,73.181,2243.6857924308297,330639619252.87244,19928.84961101192,2936804819000.0186,5.313131457896084,19778.892487208628,2197.976592633734,321228542294.5134,NA,NA,72.765
3,Russia,RUS,1989,NA,NA,73.398,2304.3005012980475,341685968940.008,19945.052755468114,2957489560269.043,5.427830981712603,19928.84961101192,2243.6857924308297,330639619252.87244,NA,NA,73.181
3,Russia,RUS,1990,NA,NA,73.394,2427.759610468209,361686522136.93097,19361.196309855055,2884422216897.8853,5.902777414858383,19945.052755468114,2304.3005012980475,341685968940.008,NA,NA,73.398
3,Russia,RUS,1991,NA,NA,73.389,2506.3670794970826,374572627540.8912,18335.42906886049,2740201106052.9907,6.106183855654063,19361.196309855055,2427.759610468209,361686522136.93097,NA,NA,73.394
3,Russia,RUS,1992,NA,9.06276083819658,73.385,2439.3830303283517,363263148708.0786,15732.842945501927,2342871945675.307,6.383269795263168,18335.42906886049,2506.3670794970826,374572627540.8912,NA,NA,73.389
3,Russia,RUS,1993,NA,9.0599991578269,73.381,2039.430126255999,302111870944.46747,14439.773116822334,2139042086401.5554,5.535023721972002,15732.842945501927,2439.3830303283517,363263148708.0786,NA,9.06276083819658,73.385
3,Russia,RUS,1994,NA,9.05957648127472,73.376,1864.8148621240819,276366946259.4166,12600.367017248524,1867383741428.558,5.820754291778598,14439.773116822334,2039.430126255999,302111870944.46747,NA,9.0599991578269,73.381
3,Russia,RUS,1995,NA,9.05924682416698,73.372,1832.8335275254517,271793462593.52246,12076.363993430763,1790821008029.9866,5.940431354719151,12600.367017248524,1864.8148621240819,276366946259.4166,NA,9.05957648127472,73.376
3,Russia,RUS,1996,NA,9.04631156749681,73.367,1751.9080289124445,259430564660.1272,11656.935275127898,1726212364304.4993,6.294642418525323,12076.363993430763,1832.8335275254517,271793462593.52246,NA,9.05924682416698,73.372
3,Russia,RUS,1997,NA,9.03098613133561,73.363,1738.2307346302816,257003956815.5723,11836.383583931476,1750053865032.0786,6.38375609886104,11656.935275127898,1751.9080289124445,259430564660.1272,NA,9.04631156749681,73.367
3,Russia,RUS,1998,NA,9.01459493446796,73.359,1927.8440072616042,284618271769.3908,11220.306276779362,1656515863934.6477,7.303210599497087,11836.383583931476,1738.2307346302816,257003956815.5723,NA,9.03098613133561,73.363
3,Russia,RUS,1999,NA,8.9828041719473,73.354,1931.582151292848,284409986283.76495,11964.813343626693,1761722842940.4546,6.904763867749571,11220.306276779362,1927.8440072616042,284618271769.3908,NA,9.01459493446796,73.359
3,Russia,RUS,2000,NA,8.94901570933758,73.35,1882.0764325344126,276134092910.45667,13213.799731380164,1938699480876.8916,6.3631922958945975,11964.813343626693,1931.582151292848,284409986283.76495,NA,8.9828041719473,73.354
3,Russia,RUS,2001,NA,8.91163375342787,73.346,2006.9306530878298,293247278281.77704,13943.599092925706,2037400982022.7573,6.7349587492457506,13213.799731380164,1882.0764325344126,276134092910.45667,NA,8.94901570933758,73.35
3,Russia,RUS,2002,NA,8.87046146313948,73.341,2014.3129561911185,293967823655.7408,14630.01783556708,2135097473283.7239,7.028545043433579,13943.599092925706,2006.9306530878298,293247278281.77704,NA,8.91163375342787,73.346
3,Russia,RUS,2003,NA,8.83027865243716,73.373,2038.8988786079308,297259687976.709,15713.043693000587,2290871074751.2896,6.979432294918558,14630.01783556708,2014.3129561911185,293967823655.7408,NA,8.87046146313948,73.341
3,Russia,RUS,2004,NA,8.79465803239439,73.418,2126.1657525217847,308676967198.51666,16911.84077284945,2455262819145.564,7.297285320715077,15713.043693000587,2038.8988786079308,297259687976.709,NA,8.83027865243716,73.373
3,Russia,RUS,2005,NA,8.76108889416588,73.463,2146.899106310735,310437074374.72064,18062.608124412316,2611814968499.054,7.4645315375562955,16911.84077284945,2126.1657525217847,308676967198.51666,NA,8.79465803239439,73.418
3,Russia,RUS,2006,NA,8.73439418381291,73.508,2346.1035969631225,338080458712.4114,19602.426229333,2824767525213.967,7.708489736685399,18062.608124412316,2146.899106310735,310437074374.72064,NA,8.76108889416588,73.463
3,Russia,RUS,2007,NA,8.71946397976766,73.553,2403.6449116198414,345787792129.0762,21311.47440155314,3065863699210.95,7.6592977138816005,19602.426229333,2346.1035969631225,338080458712.4114,NA,8.73439418381291,73.508
3,Russia,RUS,2008,NA,8.71609568861449,73.598,2702.6008499790596,388666014534.05676,22437.364610025375,3226758801505.4546,8.26500654067816,21311.47440155314,2403.6449116198414,345787792129.0762,NA,8.71946397976766,73.553
3,Russia,RUS,2009,NA,8.71872024385612,73.642,2715.538834511714,390682215033.4918,20674.328566507666,2974397705546.2617,8.659394542322541,22437.364610025375,2702.6008499790596,388666014534.05676,NA,8.71609568861449,73.598
3,Russia,RUS,2010,NA,8.72263552192818,73.687,2997.313310383047,431416690764.6761,21595.636567116933,3108356417218.049,8.507620863117303,20674.328566507666,2715.538834511714,390682215033.4918,NA,8.71872024385612,73.642
3,Russia,RUS,2011,NA,8.73293828429975,73.732,3114.6313511847416,448643161004.429,22499.430611284188,3240902223117.583,8.726787500649523,21595.636567116933,2997.313310383047,431416690764.6761,NA,8.72263552192818,73.687
